DateTime,Entries,UniqueIPs
1508522663,9864,9960
1508523377,9861,9957
1508525331,9851,9947
1508526018,9847,9943
1508526747,9859,9955
1508527701,9854,9950
1508528407,9852,9948
1508529158,9855,9951
1508529858,9849,9945
1508530573,9865,9961
1508531560,9864,9960
1508532255,9867,9963
1508532977,9871,9967
1508533687,9856,9952
1508534434,9870,9966
1508535142,9873,9969
1508535854,9852,9948
1508536844,9865,9961
1508537529,9878,9974
1508538253,9883,9979
1508539230,9869,9965
1508539928,9861,9957
1508540676,9862,9958
1508541378,9859,9955
1508542089,9867,9963
1508542820,9866,9962
1508543541,9869,9964
1508544263,9863,9958
1508544976,9860,9955
1508545952,9864,9959
1508546652,9860,9955
1508547380,9866,9961
1508548104,9867,9962
1508548840,9867,9962
1508549534,9877,9972
1508550257,9879,9974
1508550979,9882,9977
1508551702,9887,9982
1508552661,9883,9978
1508553382,9877,9972
1508554114,9875,9970
1508554812,9882,9977
1508555547,9871,9966
1508556251,9867,9962
1508556970,9880,9976
1508557694,9880,9976
1508558458,9888,9984
1508559141,9890,9986
1508559873,9887,9983
1508560572,9894,9990
1508561294,9888,9984
1508562011,9887,9983
1508562750,9887,9983
1508563451,9889,9985
1508564192,9889,9985
1508564893,9897,9993
1508565712,9890,9986
1508566349,9894,9990
1508567064,9887,9983
1508567744,9895,9991
1508568745,9891,9987
1508569468,9893,9989
1508570198,9891,9987
1508571150,9889,9985
1508572102,9894,9990
1508572821,9899,9995
1508573428,9892,9988
1508574099,9902,9998
1508575101,9900,9996
1508576047,9905,10001
1508577028,9910,10006
1508577972,9929,10025
1508578832,9925,10021
1508579548,9926,10022
1508580269,9921,10017
1508580986,9930,10026
1508581705,9932,10028
1508582660,9941,10037
1508583383,9939,10035
1508584106,9937,10033
1508584808,9935,10031
1508585536,9941,10037
1508586514,9945,10041
1508587209,9949,10045
1508587940,9950,10046
1508588652,9950,10046
1508589383,9947,10043
1508590104,9952,10048
1508590813,9956,10052
1508591533,9953,10049
1508592258,9966,10062
1508592988,9959,10055
1508593953,9951,10047
1508594664,9961,10057
1508595385,9951,10047
1508596098,9963,10059
1508596824,9955,10051
1508597540,9962,10058
1508598264,9954,10050
1508599247,9957,10053
1508599947,9965,10061
1508600668,9962,10058
1508601644,9965,10061
1508602341,9963,10059
1508603056,9966,10062
1508603768,9976,10072
1508604492,9963,10059
1508605227,9977,10073
1508605952,9963,10059
1508606651,9973,10069
1508607375,9969,10065
1508608090,9977,10073
1508608834,9977,10073
1508609799,9965,10061
1508610493,9977,10073
1508611228,9984,10080
1508611946,9983,10079
1508612662,9978,10074
1508613633,9987,10083
1508614343,9984,10080
1508615073,9982,10078
1508615770,9993,10089
1508616493,9986,10082
1508617467,9980,10075
1508618169,9980,10075
1508618896,9981,10076
1508619631,9979,10074
1508620349,9983,10078
1508621298,9986,10081
1508622008,9992,10087
1508622751,9991,10086
1508623719,9985,10079
1508624919,9980,10074
1508625877,9983,10077
1508626938,9988,10082
1508627795,9958,10052
1508628499,9957,10051
1508629227,9961,10055
1508629930,9969,10063
1508630667,9960,10054
1508631395,9957,10051
1508632091,9969,10063
1508632823,9971,10065
1508633540,9968,10062
1508634520,9959,10053
1508635460,9956,10050
1508636180,9950,10044
1508636908,9943,10037
1508637615,9946,10040
1508638346,9921,10015
1508639051,9925,10019
1508640027,9918,10012
1508640984,9918,10012
1508641697,9931,10025
1508642413,9930,10024
1508643395,9929,10022
1508644373,9929,10022
1508645323,9934,10027
1508646260,9937,10030
1508646979,9933,10026
1508647696,9932,10025
1508648676,9936,10029
1508649374,9934,10027
1508650103,9940,10033
1508651072,9950,10043
1508652041,9953,10046
1508653004,9945,10038
1508653957,9950,10043
1508654906,9949,10042
1508655610,9954,10047
1508656349,9950,10043
1508657051,9943,10036
1508657779,9939,10032
1508658491,9948,10041
1508659228,9944,10037
1508660197,9951,10044
1508660888,9944,10037
1508661632,9945,10038
1508662339,9947,10040
1508663061,9948,10041
1508663776,9935,10028
1508664508,9939,10032
1508665210,9945,10038
1508665933,9952,10045
1508666655,9954,10047
1508667385,9956,10050
1508668356,9939,10033
1508669313,9946,10040
1508670267,9952,10046
1508670989,9955,10049
1508671703,9954,10048
1508672409,9950,10045
1508673135,9962,10057
1508673868,9968,10063
1508674587,9964,10059
1508675300,9973,10068
1508676020,9969,10064
1508676727,9968,10063
1508678457,9977,10072
1508679391,9969,10064
1508680091,9979,10074
1508680845,9986,10081
1508681541,9987,10082
1508682259,9994,10089
1508683225,9982,10077
1508683928,10009,10104
1508684667,9990,10085
1508685387,10002,10097
1508686107,10013,10108
1508687057,10005,10100
1508687783,10004,10099
1508688507,10009,10104
1508689209,10011,10106
1508689944,10012,10107
1508690910,9997,10092
1508691616,10013,10108
1508692355,9991,10086
1508693051,9993,10088
1508693797,9999,10094
1508694507,9994,10089
1508695239,9992,10088
1508696197,10004,10100
1508696886,10015,10111
1508697638,10016,10112
1508698588,10032,10128
1508700035,10029,10125
1508700744,10022,10118
1508701468,10030,10126
1508702501,10022,10118
1508703141,10026,10122
1508703856,10042,10138
1508704569,10045,10141
1508705298,10029,10125
1508706053,10028,10124
1508706759,10025,10121
1508707449,10035,10131
1508708173,10037,10133
1508709152,10021,10117
1508709867,10030,10126
1508710581,10020,10116
1508711491,10026,10122
1508712250,10033,10129
1508712975,10024,10120
1508713974,10024,10120
1508714896,10022,10118
1508715623,10015,10111
1508716341,10008,10104
1508717062,10020,10116
1508718031,10004,10100
1508718996,10013,10108
1508719953,10001,10096
1508720659,10015,10110
1508721392,10008,10103
1508722357,10013,10108
1508723056,10006,10101
1508723775,10014,10109
1508724754,10006,10101
1508725451,10010,10105
1508726194,10012,10107
1508726898,10008,10103
1508727634,10007,10102
1508728340,10010,10105
1508729051,10009,10104
1508729772,10019,10114
1508730504,10018,10113
1508731232,10022,10117
1508731932,10023,10118
1508732661,10026,10121
1508733384,10019,10114
1508734105,10020,10115
1508734813,10025,10120
1508735540,10024,10119
1508736250,10023,10118
1508736983,10022,10117
1508737715,10021,10117
1508738438,10029,10125
1508739142,10023,10119
1508739863,10030,10126
1508740570,10027,10123
1508741305,10032,10128
1508742282,10024,10120
1508743235,10029,10125
1508743945,10035,10132
1508744653,10040,10137
1508745647,10038,10135
1508746340,10052,10149
1508747069,10068,10165
1508748029,10070,10167
1508748739,10076,10173
1508749470,10076,10173
1508750185,10081,10178
1508750907,10095,10192
1508751609,10099,10196
1508752330,10107,10204
1508753327,10129,10226
1508754012,10158,10255
